45.112.245.242|8443|302|1018|http/1.1|1.0|0
45.112.245.246|443|302|1381|http/1.1|1.0|0
45.112.245.247|443|302|1429|http/1.1|1.0|0
45.112.245.251|443|404|1244|http/1.1|1.0|0
45.112.245.253|443|302|1123|http/1.1|1.0|0
45.112.245.254|443|302|919|http/1.1|0.5|0
45.112.246.87|8443|302|680|http/1.1|0.5|0
45.112.246.196|443|302|734|http/1.1|1.0|0
45.112.246.197|443|404|689|h2|1.0|0
45.112.247.15|443|200|648|http/1.1|1.0|0
46.253.133.34|443|200|552|h2|1.0|0
46.253.133.47|443|403|755|http/1.1|1.0|0
46.253.133.50|443|200|957|http/1.1|1.0|0
45.112.247.60|443|301|879|http/1.1|0.5|0
45.112.247.172|443|200|747|h2|1.0|0
46.253.133.73|443|200|758|http/1.1|1.0|0
45.112.247.133|443|200|1061|http/1.1|1.0|0
45.112.247.109|443|200|756|http/1.1|1.0|0
45.112.247.135|443|200|848|http/1.1|1.0|0
45.112.247.171|443|404|582|h2|1.0|0
45.112.247.174|443|302|483|http/1.1|1.0|0
45.112.247.173|443|200|597|http/1.1|1.0|0
45.112.247.170|443|200|600|h2|1.0|0
45.112.247.197|443|200|450|h2|1.0|0
45.112.247.200|443|200|475|h2|1.0|0
45.112.247.201|443|200|570|http/1.1|1.0|0
45.112.247.202|443|200|474|http/1.1|1.0|0
45.112.247.203|443|200|467|h2|1.0|0
45.112.247.204|443|200|492|h2|1.0|0
45.112.247.205|443|200|424|http/1.1|1.0|0
45.112.247.206|443|200|465|h2|1.0|0
45.112.247.207|443|200|483|http/1.1|1.0|0
45.112.247.212|443|200|433|h2|1.0|0
45.112.247.213|443|200|442|h2|1.0|0
45.112.247.219|443|200|457|http/1.1|1.0|0
45.112.247.218|443|200|440|http/1.1|1.0|0
45.112.247.220|443|200|512|http/1.1|1.0|0
45.112.247.222|443|200|431|http/1.1|1.0|0
46.253.133.21|443|302|736|http/1.1|1.0|0
46.253.133.17|443|200|550|http/1.1|1.0|0
46.253.133.46|443|302|726|http/1.1|1.0|0
46.253.133.49|443|403|511|http/1.1|1.0|0
46.253.133.57|443|200|568|h2|1.0|0
46.253.133.87|443|502|538|h2|1.0|0
46.253.133.99|443|200|691|http/1.1|1.0|0
